country,year,cab,gdp_percap_growth,inflation,unemployment
Angola,2001,-16.0129513307541,0.769184668379879,152.561022469299,16.7
Angola,2002,-0.981927174447658,9.85780236264033,108.897436089429,16.488
Angola,2003,-4.0395824059631,-0.545677504743708,98.2241436573304,16.498
Angola,2004,2.8924761959248,7.03277266902487,43.5421067519687,16.378
Angola,2005,13.8970988768413,10.9112436267704,22.953513851394,16.36
Angola,2006,20.4078078020579,7.51431491457519,13.3052101780032,16.206
Angola,2007,16.2123974861326,9.82194382769093,12.2514974459487,16.153
Angola,2008,8.12554260460487,7.04803548922715,12.4758291326398,16.228
Angola,2009,-10.7693837286968,-2.90228933630272,13.7302839288408,16.431
Angola,2010,8.95704217526965,0.45432400635525,14.4696564932577,16.618
Angola,2011,11.7046835510956,-0.473683326061277,13.4824679218511,16.77
Angola,2012,10.80895743621,4.40758705942397,10.2779049218839,16.562
Angola,2013,6.15469619733807,0.990675718833643,8.77781429332624,16.492
Angola,2014,-2.75620042901358,0.981943967654047,7.28038730361121,16.406
Angola,2015,-11.351655507595,-2.63070183214901,9.35597215533784,16.49
Angola,2016,-5.84742399005694,-6.00264868319587,30.6944150806719,16.575
Angola,2017,-0.858821843953161,-3.62075768171319,29.8444799015679,16.61
Angola,2018,9.31723397425301,-4.6659699174492,19.6289379701521,16.594
Angola,2019,7.24618124732477,-4.01001733670611,17.080954143438,16.497
Angola,2020,1.797710856441,-8.67207617426551,22.271539247051,16.69
Angola,2021,12.6297800641592,-1.96959068680444,25.7542948841891,15.799
Angola,2022,11.2671532788355,-0.143628267802001,21.3552901320822,14.602
Angola,2023,4.93369978468039,-2.06277329277863,13.6441017767715,14.537
Angola,2024,,,28.2404948915772,14.464
Antigua and Barbuda,1977,-12.3876887784362,,,
Antigua and Barbuda,1978,-2.49905338886785,4.09658686642409,,
Antigua and Barbuda,1979,-17.7943760984183,7.68343094511113,,
Antigua and Barbuda,1980,-14.1950278251629,7.76030810057622,,
Antigua and Barbuda,1981,-21.8908063076465,3.57116715096105,,
Antigua and Barbuda,1982,-24.9961054857016,-0.269323028828069,,
Antigua and Barbuda,1983,-4.922959786812,5.12200713053413,,
Antigua and Barbuda,1984,0.28276199120296,10.2534505579183,,
Antigua and Barbuda,1985,-9.37711424834243,8.12875981985269,,
Antigua and Barbuda,1986,-39.7547768718491,12.0406020940172,,
Antigua and Barbuda,1987,-32.085384475744,7.17631886641909,,
Antigua and Barbuda,1988,-10.9479522107481,5.74772829143642,,
Antigua and Barbuda,1989,-17.9388070632273,5.74753082172063,,
Antigua and Barbuda,1990,-6.472877513598,3.43436631253175,,
Antigua and Barbuda,1991,-6.13162165933476,1.65939624893193,,
Antigua and Barbuda,1992,-1.8796992481203,-0.438848129399844,,
Antigua and Barbuda,1993,2.66171646335475,3.38131603213283,,
Antigua and Barbuda,1994,-1.01502690147188,4.67144827432358,,
Antigua and Barbuda,1995,-0.0841730598109713,-6.2472468711839,,
Antigua and Barbuda,1996,-8.75272687609075,4.42566263085229,,
Antigua and Barbuda,1997,-6.45078321212794,3.33217187524019,,
Antigua and Barbuda,1998,-5.92207694760735,2.76567446677296,,
Antigua and Barbuda,1999,-7.23217590396695,1.94231512773773,1.12128789571146,
Antigua and Barbuda,2000,-7.93309633588914,4.43702501420857,0.77177979690018,
Antigua and Barbuda,2001,-10.3896381286439,-5.99988001906617,1.40279663573988,
Antigua and Barbuda,2002,-9.42191145034348,-0.235746475394293,2.40765801293491,
Antigua and Barbuda,2003,-9.15952577529885,4.91648416184221,1.99353055152454,
Antigua and Barbuda,2004,-6.31096353023543,4.64483063046555,2.03007757853236,
Antigua and Barbuda,2005,-10.0023410341643,5.28093213099213,2.09875196709308,
Antigua and Barbuda,2006,-19.8451375613264,11.3195075383478,1.78778537419121,
Antigua and Barbuda,2007,-28.7537536170953,7.8435927299922,1.41605259409741,
Antigua and Barbuda,2008,-21.6414513541268,-1.47076880027247,5.33380639820233,
Antigua and Barbuda,2009,-13.0528592261832,-13.2818533649575,-0.550159995508914,
Antigua and Barbuda,2010,-10.8746896905601,-9.07937786824402,3.37002540220148,
Antigua and Barbuda,2011,-5.09688220358304,-3.10798017967963,3.4567496723461,
Antigua and Barbuda,2012,-8.34018612878931,2.27347711363039,3.37688044338874,
Antigua and Barbuda,2013,-8.78109406191867,-1.50820352892401,1.05949782356169,
Antigua and Barbuda,2014,-0.0378931718702426,1.40426242466154,1.08944157435355,
Antigua and Barbuda,2015,2.03355375207685,0.714460625796505,0.968993458825638,
Antigua and Barbuda,2016,-2.38746823038994,3.45181047979382,-0.489437796230499,
Antigua and Barbuda,2017,-7.7154739119248,1.89816995619481,2.43248789041363,
Antigua and Barbuda,2018,-13.9937660480859,6.41445614443519,1.20715793367008,
Antigua and Barbuda,2019,-6.50941783211153,2.60618050537742,1.43135598182984,
Antigua and Barbuda,2020,-15.5756632582072,-19.3061079714883,0.625989707046719,
Antigua and Barbuda,2021,-17.7899425259443,7.60242746368742,2.06299638545334,
Antigua and Barbuda,2022,-15.6164808799734,8.93719971230415,7.53107834634288,
Antigua and Barbuda,2023,-13.33181701592,3.33221753471314,5.06713865364213,
Argentina,1961,,3.69719814247078,,
Argentina,1962,,-2.48121195562244,,
Argentina,1963,,-6.85164319621322,,
Argentina,1964,,8.3710623352716,,
Argentina,1965,,8.85345574605236,,
Argentina,1966,,-2.16954271817043,,
Argentina,1967,,1.62972299154983,,
Argentina,1968,,3.23085080817873,,
Argentina,1969,,8.00868538956887,,
Argentina,1970,,1.45058523570245,,
Argentina,1971,,4.00782333157468,,
Argentina,1972,,0.0320089147512164,,
Argentina,1973,,1.16290357603461,,
Argentina,1974,,3.81225224716344,,
Argentina,1975,,-1.62320618621685,,
Argentina,1976,1.27224225636723,-3.53995334802055,,
Argentina,1977,1.98305770943701,5.25406554729264,,
Argentina,1978,2.08423514758595,-6.0207877961285,,
Argentina,1979,-0.740769310961666,8.47665216535873,,
Argentina,1980,-6.20306739740758,-0.0856397028385061,,
Argentina,1981,-5.98905581142535,-6.69655885721481,,
Argentina,1982,-2.7909739553226,-2.31535975378387,,
Argentina,1983,-2.3427783479647,2.69083801550656,,
Argentina,1984,-2.13402804432395,-0.0338209216825902,,
Argentina,1985,-1.0799663864279,-6.66838660626058,,
Argentina,1986,-2.7004212047155,4.51505097092362,,
Argentina,1987,-3.89207383826997,1.1301429501441,,
Argentina,1988,-1.2388660162792,-2.61112478271322,,
Argentina,1989,-1.70299441367605,-8.56786939027158,,
Argentina,1990,3.2203150343045,-3.91119229289714,,
Argentina,1991,-0.341028912950146,7.57513507305919,,5.44
Argentina,1992,-2.42494134682425,6.45332357113911,,6.36
Argentina,1993,-3.46617829462144,6.75211494763417,,10.1
Argentina,1994,-4.26485898465452,4.42731162216963,,11.76
Argentina,1995,-1.98346027350929,-4.10993598659498,,18.8
Argentina,1996,-2.4875930110115,4.20805017284493,,17.11
Argentina,1997,-4.14468006629108,6.80582114293425,,14.82
Argentina,1998,-4.8443160454196,2.63654066984506,,12.65
Argentina,1999,-4.21229506178187,-4.49306655170841,,14.05
Argentina,2000,-3.15992237703676,-1.90684139222867,,15.0
Argentina,2001,-1.40694788500181,-5.45263903304014,,17.32
Argentina,2002,8.97078467784247,-11.8423138177008,,19.59
Argentina,2003,6.37990680177011,7.71839038006088,,15.36
Argentina,2004,1.95058324319273,7.92951713016532,,13.522
Argentina,2005,2.65363142179073,7.73898107569444,,11.506
Argentina,2006,2.79449564264943,6.94185160089025,,10.078
Argentina,2007,2.1036160391819,7.93261011269163,,8.47
Argentina,2008,1.49940141614234,3.00856892610517,,7.837
Argentina,2009,2.1785669619099,-6.9103121153056,,8.645
Argentina,2010,-0.383118699737132,8.96819672899282,,7.714
Argentina,2011,-1.00728084144866,4.88127252804149,,7.18
Argentina,2012,-0.39159512386959,-2.0383253093713,,7.217
Argentina,2013,-2.37749566620574,1.39351266056681,,7.1
Argentina,2014,-1.74400211981355,-3.51326421042003,,7.268
Argentina,2015,-2.96292666513535,1.66091253843923,,7.579
Argentina,2016,-2.70922168361454,-3.02450095578762,,8.085
Argentina,2017,-4.83995921807391,1.91639608148853,,8.347
Argentina,2018,-5.16055257152294,-3.41553683867816,,9.22
Argentina,2019,-0.779998447561849,-2.69506723533574,,9.843
Argentina,2020,0.696935361136032,-10.3361096878518,,11.461
Argentina,2021,1.36154422203441,10.1485599877349,,8.736
Argentina,2022,-0.640820188045601,5.04819532337936,,6.805
Argentina,2023,-3.24351254822955,-1.89294979737558,,6.139
Argentina,2024,,,,7.876
Armenia,1991,,-13.2111499901537,,1.783
Armenia,1992,,-41.1137635319795,,1.8
Armenia,1993,-5.63799855869866,-5.66973360505507,,5.3
Armenia,1994,-7.89106326080447,8.17931421395623,3373.75944336293,6.6
Armenia,1995,-15.0292437935751,8.74315812160908,175.951325534583,6.7
Armenia,1996,-20.1762879448727,6.79679451868454,18.681185640036,9.3
Armenia,1997,-20.4782136117306,4.35375293195368,13.960764121791,10.8
Armenia,1998,-21.9751034634072,8.56710543978232,8.67248632385158,9.4
Armenia,1999,-16.9355704119467,4.64095231749397,0.648245760470385,11.2
Armenia,2000,-15.7812102966465,4.13075887426186,-0.790883768934757,11.095
Armenia,2001,-10.4398165717153,9.91735475361723,3.1459046468502,10.992
Armenia,2002,-6.2201045971038,13.6245265308361,1.06004929341667,10.833
Armenia,2003,-6.18119850537564,14.6197014940959,4.7215533660534,10.705
Armenia,2004,-2.20435917633131,11.1144901880771,6.96126135875795,10.617
Armenia,2005,-2.52832414562153,14.5697018806234,0.638928002410097,10.54
Armenia,2006,-2.39537289745615,13.8986537041733,2.89235662459004,10.465
Armenia,2007,-7.35660133782848,14.4208244850475,4.40736089644516,10.394
Armenia,2008,-14.2246479360543,7.60294775074826,8.94995335353387,17.1
Armenia,2009,-16.4837116405484,-13.5088421403002,3.40676682683801,19.295
Armenia,2010,-13.6219482985734,2.91158696816194,8.17636138473952,19.523
Armenia,2011,-10.4403281934474,5.28437530828725,7.65000807859294,18.884
Armenia,2012,-9.96233164214969,7.33470454115984,2.55802007757907,17.511
Armenia,2013,-7.31624657065382,3.37178358702843,5.78966778544651,16.576
Armenia,2014,-7.76786633240124,3.88187670110254,2.98130868933672,17.498
Armenia,2015,-2.66180705584758,3.51599547257022,3.73169119261693,18.261
Armenia,2016,-0.956577968660235,0.611877151180408,-1.403607559009,17.617
Armenia,2017,-1.260724020147,7.96544606461424,0.969553268816138,17.704
Armenia,2018,-7.2281230237955,5.56850117850011,2.52023382001638,18.966
Armenia,2019,-7.05686573000043,7.83608438672164,1.44344660770698,18.304
Armenia,2020,-3.99777390668494,-7.16866452731679,1.21143577838465,18.175
Armenia,2021,-3.47997395796116,5.77142760758333,7.18483629443371,15.469
Armenia,2022,0.331693235139525,12.3383335576379,8.64091108973855,13.379
Armenia,2023,-2.3097864408313,7.51424654746016,1.98041877615554,13.245
Armenia,2024,,,0.269511978259125,13.329
Aruba,1985,,,4.03225805628628,
Aruba,1986,-4.60055096418733,,1.07396640826829,
Aruba,1987,-4.62772050400916,17.5932059495681,3.64304545817706,
Aruba,1988,-7.4250936329588,18.3046873736158,3.12186849610723,
Aruba,1989,-6.714859437751,10.0669319753621,3.99162804604575,
Aruba,1990,-20.6793279766253,0.134479696268457,5.83668775158166,
Aruba,1991,-24.0230621396541,2.81343465185566,5.55555555555579,
Aruba,1992,4.56876456876457,1.11185560632529,3.8733753699648,
Aruba,1993,3.85250128932439,0.49219478038809,5.2155599603571,
Aruba,1994,6.5067264573991,2.75152351032429,6.3110797127044,
Aruba,1995,-0.0211505922165815,-0.292643137693034,3.36139107320899,
Aruba,1996,-5.00809716599191,-2.73386429761131,3.22528797213979,
Aruba,1997,-12.782640408461,2.97839664366641,2.99994809778412,
Aruba,1998,-1.12713854411271,-0.487159557964318,1.86948853615541,
Aruba,1999,-25.2778858625162,-0.12596572599432,2.28037198258753,
Aruba,2000,11.0568722640362,6.51922376579444,4.04402131190513,
Aruba,2001,16.2808742441801,3.21240568796392,2.88360430316264,
Aruba,2002,-17.3434518893983,-1.62809915245946,3.31524678585423,
Aruba,2003,-8.09902267310928,-0.0338394415310148,3.65636507938418,
Aruba,2004,12.0136853291023,5.02691151582482,2.52912946932762,
Aruba,2005,4.44757292760029,-2.93082349408309,3.39778677828806,
Aruba,2006,12.5742113280132,-0.673257700327071,3.60802438784541,
Aruba,2007,9.64536035842434,2.32267757939195,5.39256784475517,
Aruba,2008,0.0039300343838726,1.06177235220186,8.95598705177784,
Aruba,2009,6.72239127248544,-12.2749362798142,-2.13542872046937,
Aruba,2010,-18.7525373189382,-2.95695264975568,2.07814071860787,
Aruba,2011,-9.8776559966521,2.61052505937265,4.31629742195203,
Aruba,2012,3.47345127544661,-2.4846479774957,0.627471992893373,
Aruba,2013,-11.8132064186599,4.85527943148365,-2.37206524252261,
Aruba,2014,-4.65857687581846,-2.62961535972701,0.421440918881214,
Aruba,2015,3.99414168614573,-1.63575344980413,0.474763597342641,
Aruba,2016,4.73177774121448,0.951537824831789,-0.931195987079561,
Aruba,2017,1.11979544978693,7.04065746506117,-1.02828178762012,
Aruba,2018,-0.591367072740339,2.23442784284667,3.62604141352961,
Aruba,2019,2.49710965476204,-2.49654879599454,4.25746204335428,
Aruba,2020,-12.7507541445433,-25.7932299902647,,
Aruba,2021,2.70553036523941,25.154963851554,,
Aruba,2022,7.03054716243499,8.91230807871956,,
Aruba,2023,5.33080727344514,4.2161321395799,,
Australia,1960,,,3.72881355932203,
Australia,1961,,0.463351329917245,2.28758169934641,
Australia,1962,,-1.14808055218747,-0.319488817891379,
Australia,1963,,4.19855718570155,0.641025641025652,
Australia,1964,,4.90130007361196,2.86624203821656,
Australia,1965,,3.92344817814634,3.40557275541795,
Australia,1966,,0.0679868744702929,3.29341317365269,
Australia,1967,,4.97144983266145,3.47826086956522,
Australia,1968,,3.25594473577753,2.52100840336134,
Australia,1969,,4.82807613692387,3.27868852459016,
Australia,1970,,5.08479608833392,3.43915343915341,
Australia,1971,,0.543808090553171,6.13810741687984,
Australia,1972,,2.01787415835926,6.02409638554213,
Australia,1973,,1.06266350469835,9.09090909090915,
Australia,1974,,1.50500394122852,15.4166666666666,
Australia,1975,,0.0957867236811154,15.1624548736462,
Australia,1976,,1.56496611704836,13.3228840125392,
Australia,1977,,2.43449712405919,12.3098201936376,
Australia,1978,,-0.272989275205077,8.0049261083744,
Australia,1979,,2.93205952043947,9.12200684150515,
Australia,1980,,1.78733389600545,10.1358411703239,
Australia,1981,,1.73854470077819,9.48766603415561,
Australia,1982,,1.54942787951435,11.3518197573657,
Australia,1983,,-3.55329833455862,10.0389105058366,
Australia,1984,,3.34555850570975,3.96039603960396,
Australia,1985,,3.88534344407061,6.734693877551,
Australia,1986,,2.47327841377252,9.05035054174634,
